For 2025/01/15 74367059 BGP UPDATES were parsed. 73639079 UPDATES contained prefix advertisements. 2537953 UPDATES contained prefix withdraws.

Prefixes with most bogon origin ASNs per prefix: 3 prefix(es) had 2 bogon origin ASNs.
Prefix 160.187.249.0/24 from origin ASN(s) AS23456 AS65014
Prefix 2803:6aa0::/48 via peer AS263152 (MIGO TELECOM) from origin ASN(s) AS266872 (LOTTICI BRANDENBURG JOSEANE). Commnuity set length 275: 8880:103 24115:37468 24115:65023 37468:3000 37468:3295 37468:3300 37468:3310 37468:3312 37468:5555 37468:13000 37468:13100 37468:13102 37468:37468 53062:10020 53062:10021 53062:30003 53062:30007 53062:30009 53062:30012 53062:30015 53062:30017 53062:30031 53062:30034 53062:30041 53062:30045 53062:30049 53062:30057 53062:30058 53062:30064 53062:30078 53062:30088 53062:30091 53062:30092 53062:30104 53062:30117 53062:30122 53062:30128 53062:30130 53062:30133 53062:30136 53062:30140 53062:30152 53062:30158 53062:30161 53062:30168 53062:30182 53062:30183 53062:30184 53062:30185 53062:30186 53062:30187 53062:30191 53062:30198 53062:30200 53062:30203 53062:30208 53062:30217 53062:30222 53062:30228 53062:30232 53062:30235 53062:30239 53062:30244 53062:30250 53062:30255 53062:30259 53062:30263 53062:30270 53062:30274 53062:30278 53062:30287 53062:30291 53062:30296 53062:30301 53062:30305 53062:30328 53062:30336 53062:30340 53062:30355 53062:30357 53062:30369 53062:30373 24115:1000:2 24115:1001:1 24115:1002:2 24115:1003:1 24115:1004:37468 37468:24115:261818 37468:24115:262276 37468:24115:262301 37468:24115:262306 37468:24115:262314 37468:24115:262336 37468:24115:262350 37468:24115:262351 37468:24115:262401 37468:24115:262463 37468:24115:262478 37468:24115:262504 37468:24115:262506 37468:24115:262515 37468:24115:262525 37468:24115:262552 37468:24115:262566 37468:24115:262602 37468:24115:262605 37468:24115:262624 37468:24115:262628 37468:24115:262638 37468:24115:262650 37468:24115:262693 37468:24115:262717 37468:24115:262725 37468:24115:262730 37468:24115:262765 37468:24115:262780 37468:24115:262781 37468:24115:262797 37468:24115:262805 37468:24115:262815 37468:24115:262861 37468:24115:262877 37468:24115:262908 37468:24115:262909 37468:24115:262949 37468:24115:262961 37468:24115:263035 37468:24115:263054 37468:24115:263104 37468:24115:263118 37468:24115:263120 37468:24115:263162 37468:24115:263277 37468:24115:263278 37468:24115:263356 37468:24115:263357 37468:24115:263387 37468:24115:263415 37468:24115:263453 37468:24115:263471 37468:24115:263504 37468:24115:263533 37468:24115:263536 37468:24115:263562 37468:24115:263567 37468:24115:263568 37468:24115:263614 37468:24115:263632 37468:24115:263665 37468:24115:263666 37468:24115:263847 37468:24115:263999 37468:24115:264076 37468:24115:264106 37468:24115:264147 37468:24115:264162 37468:24115:264189 37468:24115:264228 37468:24115:264253 37468:24115:264311 37468:24115:264325 37468:24115:264335 37468:24115:264342 37468:24115:264346 37468:24115:264421 37468:24115:264493 37468:24115:264514 37468:24115:264533 37468:24115:264540 37468:24115:264546 37468:24115:264552 37468:24115:264598 37468:24115:264600 37468:24115:264886 37468:24115:264931 37468:24115:264948 37468:24115:264951 37468:24115:264957 37468:24115:265007 37468:24115:265014 37468:24115:265027 37468:24115:265031 37468:24115:265055 37468:24115:265105 37468:24115:265121 37468:24115:265153 37468:24115:265172 37468:24115:265183 37468:24115:265185 37468:24115:265324 37468:24115:265362 37468:24115:265382 37468:24115:265398 37468:24115:265399 37468:24115:265402 37468:24115:265424 37468:24115:265480 37468:24115:265485 37468:24115:265893 37468:24115:265911 37468:24115:265945 37468:24115:266008 37468:24115:266062 37468:24115:266071 37468:24115:266112 37468:24115:266115 37468:24115:266135 37468:24115:266140 37468:24115:266149 37468:24115:266171 37468:24115:266210 37468:24115:266211 37468:24115:266246 37468:24115:266255 37468:24115:266360 37468:24115:266408 37468:24115:266468 37468:24115:266530 37468:24115:266609 37468:24115:266622 37468:24115:266627 37468:24115:266636 37468:24115:266922 37468:24115:266930 37468:24115:266939 37468:24115:266942 37468:24115:266998 37468:24115:267014 37468:24115:267054 37468:24115:267056 37468:24115:267076 37468:24115:267098 37468:24115:267124 37468:24115:267138 37468:24115:267158 37468:24115:267167 37468:24115:267189 37468:24115:267194 37468:24115:267229 37468:24115:267261 37468:24115:267270 37468:24115:267329 37468:24115:267348 37468:24115:267357 37468:24115:267452 37468:24115:267497 37468:24115:267536 37468:24115:267552 37468:24115:267620 37468:24115:267627 37468:24115:267647 37468:24115:267654 37468:24115:267675 37468:24115:268060 37468:24115:268091 37468:24115:268106 37468:24115:268169 37468:24115:268198 37468:24115:268229 37468:24115:268331 37468:24115:268409 37468:24115:268480 37468:24115:268509 37468:24115:268546 37468:24115:268587 37468:24115:268605 37468:24115:268607 37468:24115:268633 37468:24115:268845 37468:24115:268882 37468:24115:268949 37468:24115:268990 53062:11:6204 53062:12:166 53062:13:49.

Abnormally large/small prefixes with most origin ASNs per prefix: 3 large/small prefix(es) had 4 origin ASNs.
Prefix 2a0b:2bc0:ffff:e8::/64 from origin ASN(s) AS43426 (NLine-Lviv) AS29632 (NASSIST-AS) AS29390 (CTU-AS) AS211288 (NETASSISTBG)
Prefix 2620:0:1cff:dead:beee::1408/127 from origin ASN(s) AS29632 (NASSIST-AS) AS43426 (NLine-Lviv) AS29390 (CTU-AS) AS211288 (NETASSISTBG)
Prefix 2001:2000:3080:2345::/126 from origin ASN(s) AS43426 (NLine-Lviv) AS29632 (NASSIST-AS) AS211288 (NETASSISTBG) AS29390 (CTU-AS)

Most BGP advertisements per prefix: 1 prefix(es) had 2444897 advertisements.
Prefix(es): 62.113.88.0/24

Most BGP updates per prefix: 1 prefix(es) had 2644132 updates.
Prefix(es): 62.113.88.0/24

Most BGP withdraws per prefix: 1 prefix(es) had 279289 withdraws.
Prefix(es): 2406:840:f101::/48

Most BGP advertisements per origin ASN: 1 origin ASN(s) sent 2948550 advertisements.
Origin ASN(s): AS37154 (ZAMTEL)

Most BGP advertisements per peer ASN: 1 peer ASN(s) sent 10312873 advertisements.
Peer ASN(s): AS207301 (JACKMX)

Most BGP updates per peer ASN: 1 peer ASN(s) sent 10349563 updates.
Peer ASN(s): AS207301 (JACKMX)

Most BGP withdraws per peer ASN: 1 peer ASN(s) sent 320306 withdraws.
Peer ASN(s): AS212483 (level86)

Most origin ASNs per prefix: 1 prefix(es) had 25 origin ASNs.
Prefix 37.209.194.0/24 from origin ASN(s) AS19905 (SECURITYSERVICES) AS397220 (SECURITYSERVICES) AS397222 (SECURITYSERVICES) AS397238 (SECURITYSERVICES) AS397241 (SECURITYSERVICES) AS397213 (SECURITYSERVICES) AS12008 (SECURITYSERVICES) AS397239 (SECURITYSERVICES) AS397217 (SECURITYSERVICES) AS397242 (SECURITYSERVICES) AS397240 (SECURITYSERVICES) AS397226 (SECURITYSERVICES) AS397237 (SECURITYSERVICES) AS397234 (SECURITYSERVICES) AS397224 (SECURITYSERVICES) AS397232 (SECURITYSERVICES) AS397221 (SECURITYSERVICES) AS397230 (SECURITYSERVICES) AS397218 (SECURITYSERVICES) AS397227 (SECURITYSERVICES) AS397235 (SECURITYSERVICES) AS397215 (SECURITYSERVICES) AS397219 (SECURITYSERVICES) AS397231 (SECURITYSERVICES) AS397225 (SECURITYSERVICES)

Most unknown attributes per prefix: 11 prefix(es) had 1 unknown attribute(s).
Prefix 134.89.0.0/16 from origin ASN(s) AS14706 (MBARI-MAIN) has attribute(s) {21}
Prefix 17.76.94.0/23 from origin ASN(s) AS714 (APPLE-ENGINEERING) has attribute(s) {21}
Prefix 192.88.9.0/24 from origin ASN(s) AS786 (JANET) has attribute(s) {20}
Prefix 192.88.10.0/24 from origin ASN(s) AS786 (JANET) has attribute(s) {20}
Prefix 147.133.116.0/23 from origin ASN(s) AS33632 (MSU-EAGLE) has attribute(s) {21}
Prefix 204.114.8.0/24 from origin ASN(s) AS15205 (NCPDAS) has attribute(s) {21}
Prefix 64.0.192.0/24 from origin ASN(s) AS7014 (XO-AS7014) has attribute(s) {21}
Prefix 198.17.61.0/24 from origin ASN(s) AS11720 (IBCP) has attribute(s) {21}
Prefix 198.17.60.0/24 from origin ASN(s) AS11720 (IBCP) has attribute(s) {21}
Prefix 147.143.0.0/16 from origin ASN(s) AS786 (JANET) has attribute(s) {20}
Prefix 199.229.102.0/24 from origin ASN(s) AS131231 (WPPNET-AS-AP) has attribute(s) {21}

Prefixes with most unregistered origin ASNs per prefix: 16 prefix(es) had 1 bogon origin ASNs.
Prefix 212.8.48.0/24 from origin ASN(s) AS297889
Prefix 2801:1f:d800::/48 from origin ASN(s) AS254455
Prefix 102.220.248.0/24 from origin ASN(s) AS322806
Prefix 134.132.51.0/24 from origin ASN(s) AS227171
Prefix 64.76.168.0/24 from origin ASN(s) AS650950004
Prefix 83.239.47.0/24 from origin ASN(s) AS6515312
Prefix 209.126.75.0/24 from origin ASN(s) AS534452
Prefix 137.169.45.0/24 from origin ASN(s) AS339586
Prefix 45.231.45.0/24 from origin ASN(s) AS255546
Prefix 38.110.79.0/24 from origin ASN(s) AS230105
Prefix 2804:2098::/32 from origin ASN(s) AS245600
Prefix 103.105.102.0/24 from origin ASN(s) AS1333304
Prefix 103.159.30.0/24 from origin ASN(s) AS1333304
Prefix 134.132.52.0/22 from origin ASN(s) AS227171
Prefix 134.132.48.0/21 from origin ASN(s) AS227171
Prefix 134.132.48.0/22 from origin ASN(s) AS227171

